epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,564.147,1.21718,2.99265,1.0754,0.96539,0.14679,0.45672,0.25873,1.00239,3.41283,0.94305,0.000654545,0.000654545,0.000654545
2,1122.39,1.18744,1.91453,1.05788,0.91477,0.95182,0.96999,0.61492,1.16873,1.66807,1.03877,0.00119041,0.00119041,0.00119041
